Iteration,DifferenceFromPrevious_ms
362,-0.000648
363,-0.000648
364,-0.000648
365,-0.000647
366,-0.00063
367,-0.00063
368,-0.00063
369,-0.00063
370,-0.00063
371,-0.00063
372,-0.000629
373,-0.000629
374,-0.000629
375,-0.000629
376,-0.000612
377,-0.000612
378,-0.000612
379,-0.000612
380,-0.000612
381,-0.000611
382,-0.000611
383,-0.000611
384,-0.000611
385,-0.000594
386,-0.000593
387,-0.000593
388,-0.000593
389,-0.000592
390,-0.000592
391,-0.000574
392,-0.000573
393,-0.000556
394,-0.000556
395,-0.000555
396,-0.000555
397,-0.000555
398,-0.000538
399,-0.000538
400,-0.000537
401,-0.000537
402,-0.000537
403,-0.000537
404,-0.000537
405,-0.000536
406,-0.000536
407,-0.000519
408,-0.000518
409,-0.000518
410,-0.000518
411,-0.000518
412,-0.000518
413,-0.000501
414,-0.0005
415,-0.0005
416,-0.0005
417,-0.000482
418,-0.000482
419,-0.000482
420,-0.000482
421,-0.000482
422,-0.000481
423,-0.000481
424,-0.00048
425,-0.000463
426,-0.000463
427,-0.000463
428,-0.000463
429,-0.000463
430,-0.000445
431,-0.000445
432,-0.000444
433,-0.000426
434,-0.000426
435,-0.000426
436,-0.000426
437,-0.000426
438,-0.000425
439,-0.000425
440,-0.000409
441,-0.000408
442,-0.000408
443,-0.000408
444,-0.000408
445,-0.000407
446,-0.000407
447,-0.000407
448,-0.00039
449,-0.00039
450,-0.000389
451,-0.000389
452,-0.000389
453,-0.000389
454,-0.00037
455,-0.00037
456,-0.00037
457,-0.00037
458,-0.00037
459,-0.00037
460,-0.000352
461,-0.000352
462,-0.000334
463,-0.000334
464,-0.000334
465,-0.000333
466,-0.000333
467,-0.000333
468,-0.000333
469,-0.000332
470,-0.000316
471,-0.000316
472,-0.000315
473,-0.000315
474,-0.000298
475,-0.000295
476,-0.000278
477,-0.000278
478,-0.000278
479,-0.000278
480,-0.000278
481,-0.000277
482,-0.00026
483,-0.00026
484,-0.00026
485,-0.00026
486,-0.000259
487,-0.000259
488,-0.000258
489,-0.000242
490,-0.000241
491,-0.000241
492,-0.000241
493,-0.00024
494,-0.00024
495,-0.000222
496,-0.000222
497,-0.000222
498,-0.000204
499,-0.000204
500,-0.000203
501,-0.000203
502,-0.000203
503,-0.000187
504,-0.000186
505,-0.000186
506,-0.000186
507,-0.000185
508,-0.000185
509,-0.000185
510,-0.000184
511,-0.000167
512,-0.000167
513,-0.000166
514,-0.000166
515,-0.000149
516,-0.000148
517,-0.000148
518,-0.000148
519,-0.000148
520,-0.00013
521,-0.00013
522,-0.00013
523,-0.00013
524,-0.00013
525,-0.00013
526,-0.000129
527,-0.000129
528,-0.000111
529,-0.000111
530,-0.000111
531,-0.000111
532,-0.000111
533,-0.00011
534,-9.3e-05
535,-9.3e-05
536,-9.3e-05
537,-9.2e-05
538,-9.2e-05
539,-9.2e-05
540,-9.2e-05
541,-7.4e-05
542,-7.4e-05
543,-7.4e-05
544,-7.4e-05
545,-7.4e-05
546,-7.4e-05
547,-7.4e-05
548,-5.6e-05
549,-5.6e-05
550,-5.6e-05
551,-5.5e-05
552,-5.5e-05
553,-5.5e-05
554,-5.5e-05
555,-5.5e-05
556,-5.5e-05
557,-3.8e-05
558,-3.7e-05
559,-3.7e-05
560,-3.7e-05
561,-1.9e-05
562,-1.9e-05
563,-1.9e-05
564,-1.9e-05
565,-1.8e-05
566,-1.8e-05
567,-1.8e-05
568,-1.8e-05
569,-1.7e-05
570,-1e-06
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,1.8e-05
580,3.7e-05
581,3.7e-05
582,3.7e-05
583,3.7e-05
584,3.7e-05
585,3.7e-05
586,3.8e-05
587,5.5e-05
588,5.5e-05
589,5.6e-05
590,5.6e-05
591,5.6e-05
592,7.3e-05
593,7.4e-05
594,7.4e-05
595,7.4e-05
596,7.4e-05
597,7.4e-05
598,9.1e-05
599,9.2e-05
600,9.2e-05
601,9.2e-05
602,9.3e-05
603,9.3e-05
604,9.3e-05
605,9.3e-05
606,0.00011
607,0.00011
608,0.000111
609,0.000111
610,0.000111
611,0.000111
612,0.000111
613,0.000111
614,0.000111
615,0.000112
616,0.000112
617,0.000112
618,0.00013
619,0.00013
620,0.00013
621,0.000147
622,0.000147
623,0.000147
624,0.000148
625,0.000148
626,0.000148
627,0.000148
628,0.000148
629,0.000148
630,0.000148
631,0.000149
632,0.000149
633,0.000149
634,0.000166
635,0.000166
636,0.000166
637,0.000167
638,0.000167
639,0.000167
640,0.000167
641,0.000184
642,0.000185
643,0.000185
644,0.000185
645,0.000185
646,0.000185
647,0.000186
648,0.000203
649,0.000204
650,0.000204
651,0.000204
652,0.000204
653,0.000204
654,0.000204
655,0.000204
656,0.000221
657,0.000222
658,0.000222
659,0.000222
660,0.000223
661,0.000223
662,0.00024
663,0.000241
664,0.000241
665,0.000241
666,0.000259
667,0.000259
668,0.000259
669,0.000259
670,0.000259
671,0.000259
672,0.000259
673,0.00026
674,0.00026
675,0.000277
676,0.000278
677,0.000278
678,0.000278
679,0.000279
680,0.000295
681,0.000296
682,0.000297
683,0.000297
684,0.000297
685,0.000314
686,0.000314
687,0.000315
688,0.000315
689,0.000315
690,0.000316
691,0.000333
692,0.000333
693,0.000333
694,0.000333
695,0.000334
696,0.000334
697,0.000334
698,0.000352
699,0.000352
700,0.000352
701,0.00037
702,0.00037
703,0.00037
704,0.00037
705,0.00037
706,0.00037
707,0.000371
708,0.000371
709,0.000388
710,0.000388
711,0.000389
712,0.000389
713,0.000389
714,0.00039
715,0.000407
716,0.000407
717,0.000426
718,0.000426
719,0.000426
720,0.000426
721,0.000426
722,0.000443
723,0.000444
724,0.000445
725,0.000445
726,0.000445
727,0.000462
728,0.000463
729,0.000463
730,0.000463
731,0.000463
732,0.000463
733,0.000463
734,0.000464
735,0.000481
736,0.000481
737,0.000482
738,0.000482
739,0.000482
740,0.000482
741,0.000482
742,0.000482
743,0.000482
744,0.0005
745,0.0005
746,0.000519
747,0.000519
748,0.000519
749,0.000536
750,0.000537
751,0.000537
752,0.000537
753,0.000538
754,0.000555
755,0.000555
756,0.000556
757,0.000556
758,0.000557
759,0.000574
760,0.000574
761,0.000574
762,0.000574
763,0.000575
764,0.000593
765,0.000593
766,0.00061
767,0.000611
768,0.000611
769,0.000611
770,0.000611
771,0.000611
772,0.000611
773,0.000612
774,0.000612
775,0.000629
776,0.000629
777,0.000629
778,0.000629
779,0.00063
780,0.00063
781,0.000648
782,0.000666
783,0.000666
784,0.000666
785,0.000667
786,0.000667
787,0.000667
788,0.000667
789,0.000684
790,0.000685
791,0.000685
792,0.000686
793,0.000703
794,0.000703
795,0.000703
796,0.000704
797,0.000704
798,0.000704
799,0.000721
800,0.000722
801,0.000722
802,0.000722
803,0.000722
804,0.000723
805,0.000723
806,0.00074
807,0.00074
808,0.000741
809,0.000741
810,0.000741
811,0.000741
812,0.000758
813,0.000758
814,0.000759
815,0.000759
816,0.000778
817,0.000778
818,0.000778
819,0.000795
820,0.000796
821,0.000796
822,0.000797
823,0.000797
824,0.000797
825,0.000797
826,0.000815
827,0.000815
828,0.000815
829,0.000815
830,0.000816
831,0.000833
832,0.000833
833,0.000833
834,0.000852
835,0.000853
836,0.00087
837,0.00087
838,0.000871
839,0.000889
840,0.00089
841,0.000909
842,0.000925
843,0.000926
844,0.000944
845,0.000963
846,0.000963
847,0.000963
848,0.000963
849,0.000963
850,0.000981
851,0.000981
852,0.000982
853,0.000982
854,0.000982
855,0.001
856,0.001
857,0.001017
858,0.001018
859,0.001019
860,0.001036
861,0.001056
862,0.001073
863,0.001074
864,0.001075
865,0.001075
866,0.001093
867,0.001093
868,0.001111
869,0.001111
870,0.001111
871,0.001129
872,0.001129
873,0.00113
874,0.00113
875,0.001148
876,0.001148
877,0.001148
878,0.001167
879,0.001167
880,0.001185
881,0.001185
882,0.001186
883,0.001204
884,0.001204
885,0.001222
886,0.00124
887,0.001241
888,0.001241
889,0.001241
890,0.001241
891,0.001241
892,0.001278
893,0.001297
894,0.001297
895,0.001297
896,0.001315
897,0.001316
898,0.001352
899,0.001371
900,0.001388
901,0.001388
902,0.001389
903,0.00139
904,0.00139
905,0.001407
906,0.001407
907,0.001407
908,0.001408
909,0.001408
910,0.001426
911,0.001426
912,0.001427
913,0.001445
914,0.001445
915,0.001463
916,0.001463
917,0.001464
918,0.001481
919,0.001482
920,0.001519
921,0.001555
922,0.001556
923,0.001573
924,0.001629
925,0.00165
926,0.001667
927,0.001684
928,0.001686
929,0.001759
930,0.001777
931,0.001797
932,0.001852
933,0.001871
934,0.001908
935,0.001925
936,0.001945
937,0.001963
938,0.002038
939,0.002074
940,0.002258
941,0.002279
942,0.002407
943,0.002537
944,0.002556
945,0.003963
946,0.006722
947,0.007111
948,0.008242
949,0.00926
950,0.018316
951,0.018835
952,0.01915
953,0.01952
954,0.019687
955,0.020262
956,0.021688
957,0.022206
958,0.023632
959,0.024057
960,0.024817
961,0.025151
962,0.026447
963,0.027075
964,0.027893
965,0.028614
966,0.029521
967,0.030447
968,0.030502
969,0.031373
970,0.032243
971,0.033151
972,0.03517
973,0.035299
974,0.035706
975,0.037614
976,0.039854
977,0.040466
978,0.040818
979,0.041893
980,0.044504
981,0.046559
982,0.049227
983,0.053431
984,0.061802
985,0.063024
986,0.06919
987,0.071933
988,0.076784
989,0.083433
990,0.084415
991,0.086415
992,0.092138
993,0.092341
994,0.098305
995,0.111862
996,0.112454
997,0.117491
998,0.12314
999,0.125436
1000,0.131586
